Nama,Setoran_Awal,Jangka_Waktu,Bunga,Hasil_Bunga,Hasil_Bunga_Bulan,Total_Hasil_Investasi
Bakianto Wacana,9000000,6,0.035,315000,1890000,10890000
Argono Wijaya,12000000,12,0.02,240000,2880000,14880000
Kartika Saputri,7000000,6,0.025,175000,1050000,8050000
Nabila Damayanti,17000000,6,0.03,510000,3060000,20060000
Dodo Bagaskara,8000000,3,0.025,200000,600000,8600000
Nalar Yulianto,16000000,3,0.025,400000,1200000,17200000
Nimas Ardiyanti,19000000,12,0.02,380000,4560000,23560000
Clara Anjani,11000000,6,0.035,385000,2310000,13310000
Cecep Sabian,20000000,3,0.015,300000,900000,20900000
Jaga Pradana,9000000,6,0.02,180000,1080000,10080000
Karta Kuswoyo,7000000,6,0.025,175000,1050000,8050000
Aris Tamba,15000000,3,0.02,300000,900000,15900000
Harsana Dirgantara,12000000,12,0.025,300000,3600000,15600000
Cakrabirawa Hutapea,16000000,6,0.015,240000,1440000,17440000
Natalia Kusuma,6000000,12,0.035,210000,2520000,8520000
Perkasa Jailani,15000000,12,0.015,225000,2700000,17700000
Rahmi Puspasari,14000000,12,0.025,350000,4200000,18200000
Gawati Astuti,14000000,6,0.02,280000,1680000,15680000
Niyaga Ardana,12000000,6,0.03,360000,2160000,14160000
Langgeng Thamrin,5000000,6,0.025,125000,750000,5750000
Bahuraksa Prayoga,15000000,12,0.02,300000,3600000,18600000
Kawaca Wacana,15000000,6,0.025,375000,2250000,17250000
Sakura Sudiati,8000000,3,0.035,280000,840000,8840000
Kezia Damayanti,5000000,6,0.035,175000,1050000,6050000
Pratiwi Oktaviani,18000000,3,0.02,360000,1080000,19080000
Cahyo Damanik,7000000,6,0.03,210000,1260000,8260000
Nyana Rajata,12000000,6,0.02,240000,1440000,13440000
Nrima Adriansyah,14000000,12,0.015,210000,2520000,16520000
Hari Simanjuntak,15000000,6,0.025,375000,2250000,17250000
Ellis Zulaika,5000000,3,0.025,125000,375000,5375000
Xanana Simanjuntak,17000000,12,0.025,425000,5100000,22100000
Rama Saptono,15000000,3,0.025,375000,1125000,16125000
Hardana Ahmad,12000000,6,0.025,300000,1800000,13800000
Tania Winarsih,12000000,3,0.035,420000,1260000,13260000
Karsa Maryadi,15000000,3,0.025,375000,1125000,16125000
Banawa Hutapea,8000000,6,0.035,280000,1680000,9680000
Elon Mangunsong,10000000,6,0.035,350000,2100000,12100000
Candrakanta Pradipta,11000000,6,0.025,275000,1650000,12650000
Ismail Saragih,14000000,6,0.025,350000,2100000,16100000
Budi Wacana,17000000,6,0.025,425000,2550000,19550000
Yunita Nathania,17000000,3,0.015,255000,765000,17765000
Kani Zahrah,8000000,6,0.03,240000,1440000,9440000
Lidya Aurelia,8000000,6,0.025,200000,1200000,9200000
Gamanto Nugroho,9000000,3,0.025,225000,675000,9675000
Jane Hassanah,15000000,6,0.025,375000,2250000,17250000
Praba Budiman,17000000,6,0.02,340000,2040000,19040000
Virman Nainggolan,10000000,6,0.025,250000,1500000,11500000
Jumari Budiyanto,5000000,6,0.02,100000,600000,5600000
Yunita Nuraini,16000000,6,0.035,560000,3360000,19360000
Prakosa Nugroho,14000000,6,0.025,350000,2100000,16100000
Almira Puspasari,14000000,6,0.03,420000,2520000,16520000
Genta Ningrum,7000000,6,0.035,245000,1470000,8470000
Zelaya Suartini,11000000,3,0.02,220000,660000,11660000
Ismail Utama,15000000,6,0.025,375000,2250000,17250000
Dipa Nugroho,11000000,12,0.03,330000,3960000,14960000
Retno Anjani,18000000,3,0.015,270000,810000,18810000
Gamblang Saefullah,19000000,6,0.025,475000,2850000,21850000
Catur Sinaga,5000000,12,0.035,175000,2100000,7100000
Hana Yuniar,7000000,12,0.035,245000,2940000,9940000
Violet Salsabilla,14000000,6,0.025,350000,2100000,16100000
Indira Purnawati,18000000,6,0.025,450000,2700000,20700000
Warta Sudrajat,20000000,6,0.025,500000,3000000,23000000
Caturangga Yudhistira,9000000,3,0.02,180000,540000,9540000
Kemal Aswandi,19000000,12,0.02,380000,4560000,23560000
Purwanto Nababan,20000000,3,0.025,500000,1500000,21500000
Ozy Purwadi,10000000,6,0.03,300000,1800000,11800000
Raina Zahrah,10000000,6,0.025,250000,1500000,11500000
Bakiman Nugraha,19000000,6,0.03,570000,3420000,22420000
Karja Ramadan,15000000,3,0.025,375000,1125000,16125000
Tirta Suwarno,11000000,6,0.015,165000,990000,11990000
Violet Nathania,8000000,6,0.035,280000,1680000,9680000
Agustina Pratiwi,6000000,6,0.015,90000,540000,6540000
Heru Syahreza,18000000,6,0.025,450000,2700000,20700000
Praba Rayhan,18000000,3,0.02,360000,1080000,19080000
Rangga Marbun,7000000,6,0.025,175000,1050000,8050000
Violet Rahayu,14000000,3,0.03,420000,1260000,15260000
Erik Megantara,15000000,3,0.02,300000,900000,15900000
Ajimin Irawan,11000000,12,0.03,330000,3960000,14960000
Julia Damayanti,17000000,12,0.02,340000,4080000,21080000
Panca Wacana,8000000,3,0.035,280000,840000,8840000
Makuta Aswandi,9000000,12,0.015,135000,1620000,10620000
Harimurti Nashiruddin,9000000,6,0.025,225000,1350000,10350000
Prayogo Thamrin,20000000,6,0.025,500000,3000000,23000000
Panca Rendra,14000000,3,0.025,350000,1050000,15050000
Respati Damanik,16000000,6,0.025,400000,2400000,18400000
Kartika Kuswandari,18000000,3,0.025,450000,1350000,19350000
Tantri Salsabilla,11000000,6,0.02,220000,1320000,12320000
Rangga Sitorus,14000000,12,0.025,350000,4200000,18200000
Aulia Wahyuni,17000000,6,0.035,595000,3570000,20570000
Bakti Napitupulu,19000000,6,0.035,665000,3990000,22990000
Maida Kuswandari,10000000,3,0.025,250000,750000,10750000
Elvin Pradipta,7000000,6,0.025,175000,1050000,8050000
Balangga Waskita,14000000,12,0.02,280000,3360000,17360000
Calista Azzahra,16000000,6,0.03,480000,2880000,18880000
Nugraha Mangunsong,10000000,6,0.03,300000,1800000,11800000
Rosa Namaga,14000000,12,0.025,350000,4200000,18200000
Lulut Yulianto,8000000,6,0.025,200000,1200000,9200000
Karma Saragih,9000000,6,0.025,225000,1350000,10350000
Wardi Permadi,6000000,6,0.025,150000,900000,6900000
Wulandari Mustika,9000000,12,0.025,225000,2700000,11700000
Asmuni Simanjuntak,20000000,12,0.035,700000,8400000,28400000
Salman Permadi,15000000,6,0.035,525000,3150000,18150000
Warsa Hidayanto,6000000,6,0.025,150000,900000,6900000
Eman Pratama,11000000,3,0.025,275000,825000,11825000
Tantri Purnama,18000000,3,0.015,270000,810000,18810000
Kurnia Natsir,20000000,12,0.015,300000,3600000,23600000
Rina Anandya,18000000,6,0.035,630000,3780000,21780000
Pratiwi Mardhiyah,5000000,3,0.025,125000,375000,5375000
Rusman Abimanyu,11000000,3,0.025,275000,825000,11825000
Harsana Budiyanto,10000000,12,0.025,250000,3000000,13000000
Nasab Rajasa,7000000,3,0.03,210000,630000,7630000
Bahuwirya Hutasoit,6000000,6,0.025,150000,900000,6900000
Daliman Maulana,17000000,6,0.015,255000,1530000,18530000
Jamalia Prastuti,19000000,3,0.025,475000,1425000,20425000
Anita Wahyuni,9000000,3,0.02,180000,540000,9540000
Aswani Prayoga,19000000,3,0.02,380000,1140000,20140000
Radika Tarihoran,15000000,3,0.025,375000,1125000,16125000
Hamzah Maheswara,17000000,6,0.015,255000,1530000,18530000
Ami Afifah,19000000,3,0.025,475000,1425000,20425000
Lala Lailasari,12000000,6,0.025,300000,1800000,13800000
Agus Simanjuntak,18000000,6,0.015,270000,1620000,19620000
Rahayu Suryatmi,18000000,12,0.015,270000,3240000,21240000
Hasta Samosir,20000000,12,0.025,500000,6000000,26000000
Jamil Prasetya,14000000,6,0.025,350000,2100000,16100000
Jefri Nugroho,15000000,6,0.015,225000,1350000,16350000
Jessica Mulyani,18000000,12,0.025,450000,5400000,23400000
Najam Saputra,11000000,6,0.02,220000,1320000,12320000
Devi Laksmiwati,12000000,12,0.025,300000,3600000,15600000
Cakrawangsa Rajasa,8000000,6,0.015,120000,720000,8720000
Kardi Adhitama,16000000,12,0.035,560000,6720000,22720000
Joko Sabian,10000000,6,0.025,250000,1500000,11500000
Taufan Rayhan,18000000,6,0.025,450000,2700000,20700000
Tantri Nathania,20000000,6,0.025,500000,3000000,23000000
Warji Haikal,15000000,6,0.035,525000,3150000,18150000
Purwa Damanik,15000000,3,0.03,450000,1350000,16350000
Marsito Rajata,6000000,12,0.025,150000,1800000,7800000
Tsabita Salma,17000000,3,0.03,510000,1530000,18530000
Julia Laksita,17000000,3,0.03,510000,1530000,18530000
Limar Siregar,19000000,6,0.02,380000,2280000,21280000
Ibrahim Santoso,14000000,3,0.015,210000,630000,14630000
Lalita Yolanda,12000000,6,0.025,300000,1800000,13800000
Saadat Alamsyah,10000000,6,0.02,200000,1200000,11200000
Kemba Uwais,6000000,3,0.035,210000,630000,6630000
Jumari Maheswara,12000000,12,0.025,300000,3600000,15600000
Budi Rayhan,5000000,3,0.025,125000,375000,5375000
Bakti Rajasa,20000000,12,0.025,500000,6000000,26000000
Jasmani Salahudin,19000000,6,0.02,380000,2280000,21280000
Kawaya Aswandi,19000000,6,0.03,570000,3420000,22420000
Balangga Natsir,9000000,6,0.02,180000,1080000,10080000
Koko Sihombing,7000000,6,0.025,175000,1050000,8050000
Kuncara Salahudin,10000000,6,0.025,250000,1500000,11500000
Purwa Pranowo,14000000,12,0.035,490000,5880000,19880000
Jarwi Wardana,17000000,3,0.025,425000,1275000,18275000
Karta Pranowo,17000000,3,0.015,255000,765000,17765000
Galak Utama,7000000,3,0.025,175000,525000,7525000
Tri Siregar,7000000,3,0.035,245000,735000,7735000
Marwata Saragih,11000000,6,0.03,330000,1980000,12980000
Cawisadi Rendra,11000000,3,0.035,385000,1155000,12155000
Cakrawangsa Wibowo,10000000,6,0.02,200000,1200000,11200000
Lintang Farida,17000000,12,0.025,425000,5100000,22100000
Kuncara Arifin,8000000,6,0.035,280000,1680000,9680000
Harja Adhitama,20000000,3,0.02,400000,1200000,21200000
Nyoman Iswahyudi,20000000,6,0.025,500000,3000000,23000000
Aisyah Mayasari,14000000,3,0.035,490000,1470000,15470000
Hasan Ardana,7000000,6,0.035,245000,1470000,8470000
Surya Marbun,8000000,6,0.025,200000,1200000,9200000
Kayla Ningrum,9000000,6,0.035,315000,1890000,10890000
Adika Kuswoyo,8000000,3,0.025,200000,600000,8600000
Kamila Pertiwi,10000000,3,0.025,250000,750000,10750000
Limar Hutagalung,15000000,6,0.02,300000,1800000,16800000
Kajen Wasita,9000000,12,0.025,225000,2700000,11700000
Vino Saefullah,10000000,6,0.025,250000,1500000,11500000
Gaduh Maryadi,11000000,6,0.025,275000,1650000,12650000
Ajimin Wasita,19000000,12,0.025,475000,5700000,24700000
Artanto Rahardian,20000000,3,0.02,400000,1200000,21200000
Jatmiko Oktavian,20000000,12,0.03,600000,7200000,27200000
Harimurti Hardiansyah,11000000,6,0.025,275000,1650000,12650000
Wawan Fabian,18000000,3,0.03,540000,1620000,19620000
Jarwadi Hardiansyah,11000000,6,0.025,275000,1650000,12650000
Jefri Yulianto,12000000,6,0.025,300000,1800000,13800000
Nabila Damayanti,16000000,6,0.035,560000,3360000,19360000
Jaka Suwarno,12000000,12,0.02,240000,2880000,14880000
Banawi Sihotang,11000000,6,0.035,385000,2310000,13310000
Betania Agustina,7000000,6,0.025,175000,1050000,8050000
Argono Rajasa,19000000,6,0.015,285000,1710000,20710000
Bella Fathina,5000000,3,0.015,75000,225000,5225000
Kamidin Pradana,7000000,12,0.025,175000,2100000,9100000
Digdaya Arifin,9000000,3,0.035,315000,945000,9945000
Chelsea Namaga,18000000,3,0.025,450000,1350000,19350000
Banawi Rayhan,18000000,6,0.035,630000,3780000,21780000
Gilang Haryanto,19000000,3,0.035,665000,1995000,20995000
Damar Sabian,20000000,3,0.03,600000,1800000,21800000
Fara Anjani,11000000,6,0.025,275000,1650000,12650000
Dariati Yanuar,9000000,6,0.035,315000,1890000,10890000
Mahesa Simbolon,7000000,3,0.02,140000,420000,7420000
Ganesha Rahmawati,16000000,12,0.025,400000,4800000,20800000
Paramita Kusmawati,14000000,6,0.03,420000,2520000,16520000
Pardi Pradipta,9000000,12,0.03,270000,3240000,12240000
Cakrawangsa Napitupulu,6000000,6,0.025,150000,900000,6900000
Puspa Leilani,7000000,3,0.025,175000,525000,7525000
Wardi Syahreza,6000000,6,0.03,180000,1080000,7080000
Dasa Najmudin,8000000,3,0.025,200000,600000,8600000
Jail Fabian,20000000,12,0.035,700000,8400000,28400000
Lulut Irawan,20000000,12,0.025,500000,6000000,26000000
Sabri Ardana,14000000,6,0.035,490000,2940000,16940000
Ghaliyati Lailasari,7000000,6,0.025,175000,1050000,8050000
Melani Nathania,8000000,12,0.02,160000,1920000,9920000
Enteng Kuswoyo,9000000,6,0.025,225000,1350000,10350000
Maryadi Siregar,8000000,6,0.02,160000,960000,8960000
Aulia Hassanah,10000000,3,0.025,250000,750000,10750000
Umar Handoko,15000000,6,0.035,525000,3150000,18150000
Belinda Putri,9000000,3,0.035,315000,945000,9945000
Dariati Yulianto,10000000,3,0.03,300000,900000,10900000
Viman Sabian,11000000,6,0.015,165000,990000,11990000
Damar Aswandi,19000000,6,0.035,665000,3990000,22990000
Radit Herlambang,20000000,12,0.025,500000,6000000,26000000
Gantar Saptono,20000000,6,0.035,700000,4200000,24200000
Zalindra Nasyiah,11000000,3,0.025,275000,825000,11825000
Raina Laksmiwati,18000000,6,0.035,630000,3780000,21780000
Utama Putra,11000000,12,0.025,275000,3300000,14300000
Bella Maryati,12000000,6,0.025,300000,1800000,13800000
Opan Airlangga,16000000,3,0.025,400000,1200000,17200000
Jarwa Herlambang,12000000,6,0.015,180000,1080000,13080000
Amalia Widiastuti,11000000,12,0.02,220000,2640000,13640000
Yulia Salma,7000000,6,0.025,175000,1050000,8050000
Mulya Narpati,19000000,6,0.025,475000,2850000,21850000
Ade Narpati,5000000,6,0.015,75000,450000,5450000
Dwi Oktaviani,7000000,3,0.02,140000,420000,7420000
Jamil Purnawarman,9000000,6,0.03,270000,1620000,10620000
Kasiyah Rachmawati,18000000,12,0.025,450000,5400000,23400000
Bakiman Wibisono,18000000,3,0.02,360000,1080000,19080000
Digdaya Himawan,19000000,3,0.035,665000,1995000,20995000
Raditya Alamsyah,20000000,6,0.035,700000,4200000,24200000
Wardi Purnama,11000000,6,0.02,220000,1320000,12320000
Gibran Anggriawan,9000000,6,0.025,225000,1350000,10350000
Melinda Putri,7000000,6,0.02,140000,840000,7840000
Vera Yuliarti,16000000,3,0.025,400000,1200000,17200000
Chelsea Widiastuti,14000000,12,0.015,210000,2520000,16520000
Safina Usamah,9000000,12,0.035,315000,3780000,12780000
Anom Sitompul,6000000,12,0.025,150000,1800000,7800000
Dipa Kurniawan,7000000,6,0.02,140000,840000,7840000
Daryani Febian,6000000,6,0.03,180000,1080000,7080000
Panji Mandala,11000000,12,0.035,385000,4620000,15620000
Harjo Prasetya,7000000,12,0.015,105000,1260000,8260000
Eja Sabian,19000000,6,0.03,570000,3420000,22420000
Ajiman Waluyo,5000000,6,0.025,125000,750000,5750000
Samiah Anjani,7000000,6,0.025,175000,1050000,8050000
Puspa Handayani,9000000,3,0.02,180000,540000,9540000
Amalia Laksita,18000000,12,0.025,450000,5400000,23400000
Maya Juwita,18000000,3,0.015,270000,810000,18810000
Gaiman Natsir,19000000,6,0.025,475000,2850000,21850000
Pangestu Pradana,20000000,6,0.025,500000,3000000,23000000
Warji Wacana,11000000,12,0.025,275000,3300000,14300000
Yono Maheswara,9000000,12,0.02,180000,2160000,11160000
Nyoman Herlambang,7000000,3,0.025,175000,525000,7525000
Kiandra Saputri,16000000,12,0.025,400000,4800000,20800000
Dodo Pradana,14000000,3,0.02,280000,840000,14840000
Mumpuni Maulana,9000000,3,0.035,315000,945000,9945000
Taufan Maryadi,6000000,6,0.025,150000,900000,6900000
Prabawa Wasita,7000000,3,0.015,105000,315000,7315000
Rudi Sihombing,6000000,3,0.025,150000,450000,6450000
Prakosa Nanda,9000000,6,0.03,270000,1620000,10620000
Ivan Sabian,18000000,6,0.015,270000,1620000,19620000
Yessi Fathina,18000000,3,0.015,270000,810000,18810000
Karja Lazuardi,19000000,6,0.02,380000,2280000,21280000
Gasti Harini,20000000,6,0.025,500000,3000000,23000000
Danang Dirgantara,11000000,6,0.035,385000,2310000,13310000
Oman Simanjuntak,9000000,3,0.02,180000,540000,9540000
Tina Hassanah,7000000,12,0.035,245000,2940000,9940000
Halima Rahmawati,16000000,6,0.035,560000,3360000,19360000
Kania Uyainah,14000000,3,0.025,350000,1050000,15050000
Ina Fathina,9000000,3,0.03,270000,810000,9810000
Pandu Adriansyah,6000000,3,0.03,180000,540000,6540000
Cawisadi Irfandi,7000000,6,0.025,175000,1050000,8050000
Tugiman Natsir,6000000,12,0.025,150000,1800000,7800000
Enteng Oktavian,8000000,6,0.035,280000,1680000,9680000
Cahya Haryanto,20000000,3,0.025,500000,1500000,21500000
Mustika Handoko,20000000,3,0.035,700000,2100000,22100000
Hardana Thamrin,14000000,3,0.025,350000,1050000,15050000
Emas Kuswoyo,7000000,3,0.02,140000,420000,7420000
Siti Zulaika,8000000,3,0.015,120000,360000,8360000
Ganesha Yuniar,9000000,12,0.015,135000,1620000,10620000
Banawa Kusumo,8000000,3,0.015,120000,360000,8360000
Maras Yulianto,10000000,3,0.035,350000,1050000,11050000
Sadina Afifah,15000000,12,0.02,300000,3600000,18600000
Banawa Syahreza,9000000,3,0.03,270000,810000,9810000
Hendra Sabian,10000000,12,0.035,350000,4200000,14200000
Amalia Prastuti,11000000,6,0.025,275000,1650000,12650000
Salimah Aurelia,19000000,6,0.03,570000,3420000,22420000
Harimurti Satria,20000000,12,0.035,700000,8400000,28400000
Bala Perdana,20000000,12,0.015,300000,3600000,23600000
Icha Usada,11000000,3,0.02,220000,660000,11660000
Olivia Afifah,18000000,6,0.025,450000,2700000,20700000
Daryani Saputra,11000000,6,0.025,275000,1650000,12650000
Kajen Simanjuntak,12000000,6,0.025,300000,1800000,13800000
Tami Hassanah,16000000,3,0.025,400000,1200000,17200000
Akarsana Lazuardi,12000000,3,0.035,420000,1260000,13260000
Catur Rahardian,11000000,12,0.025,275000,3300000,14300000
Paramita Fernanda,7000000,6,0.015,105000,630000,7630000
Nur Fathina,19000000,6,0.035,665000,3990000,22990000
Karen Winarsih,5000000,3,0.02,100000,300000,5300000
Gibran Wicaksono,7000000,3,0.03,210000,630000,7630000
Gandewa Yulianto,11000000,6,0.025,275000,1650000,12650000
Mujur Sihotang,18000000,6,0.025,450000,2700000,20700000
Maryadi Januar,11000000,6,0.025,275000,1650000,12650000
Galak Nugroho,12000000,6,0.015,180000,1080000,13080000
Martani Tampubolon,16000000,6,0.025,400000,2400000,18400000
Hendra Maryadi,12000000,6,0.015,180000,1080000,13080000
Lutfan Oktovian,11000000,3,0.025,275000,825000,11825000
Wasis Firmansyah,7000000,3,0.03,210000,630000,7630000
Capa Simbolon,19000000,6,0.025,475000,2850000,21850000
Tugiman Sihotang,5000000,3,0.025,125000,375000,5375000
Maryadi Januar,7000000,12,0.035,245000,2940000,9940000
Bakianto Permadi,5000000,6,0.035,175000,1050000,6050000
Puji Afifah,7000000,3,0.015,105000,315000,7315000
Harjo Pangestu,9000000,6,0.03,270000,1620000,10620000
Nilam Haryanti,18000000,3,0.03,540000,1620000,19620000
Uli Prastuti,18000000,3,0.025,450000,1350000,19350000
Rizki Nababan,19000000,3,0.035,665000,1995000,20995000
Pia Purnawati,20000000,3,0.02,400000,1200000,21200000
Jais Suryono,11000000,6,0.025,275000,1650000,12650000
Septi Aryanti,9000000,6,0.025,225000,1350000,10350000
Rina Usamah,7000000,6,0.035,245000,1470000,8470000
Mariadi Sitompul,16000000,3,0.025,400000,1200000,17200000
Purwa Lazuardi,14000000,6,0.025,350000,2100000,16100000
Dadi Arifin,9000000,6,0.015,135000,810000,9810000
Perkasa Kurniawan,6000000,6,0.015,90000,540000,6540000
Fitri Safitri,7000000,12,0.02,140000,1680000,8680000
Artanto Samosir,6000000,3,0.02,120000,360000,6360000
Kamila Laksita,9000000,6,0.025,225000,1350000,10350000
Jumari Yanuar,18000000,6,0.015,270000,1620000,19620000
Balapati Simbolon,18000000,12,0.035,630000,7560000,25560000
Noviana Fujiati,19000000,6,0.025,475000,2850000,21850000
Ikin Pradana,20000000,6,0.015,300000,1800000,21800000
Omar Pradana,11000000,6,0.025,275000,1650000,12650000
Saka Herlambang,9000000,6,0.035,315000,1890000,10890000
Prayogo Waskita,7000000,12,0.025,175000,2100000,9100000
Warsa Marbun,16000000,12,0.035,560000,6720000,22720000
Yoga Firgantoro,14000000,12,0.03,420000,5040000,19040000
Legawa Prasetya,9000000,12,0.025,225000,2700000,11700000
Hardana Nainggolan,6000000,3,0.025,150000,450000,6450000
Fitriani Zahrah,7000000,6,0.02,140000,840000,7840000
Vino Siregar,6000000,3,0.03,180000,540000,6540000
Kala Iswahyudi,8000000,6,0.03,240000,1440000,9440000
Sidiq Faresta,20000000,3,0.035,700000,2100000,22100000
Lala Melani,20000000,6,0.025,500000,3000000,23000000
Muhammad Alamsyah,14000000,6,0.025,350000,2100000,16100000
Nasim Mandala,7000000,3,0.025,175000,525000,7525000
Muhammad Purwadi,8000000,6,0.015,120000,720000,8720000
Julia Elvina,9000000,3,0.02,180000,540000,9540000
Atmaja Ramadan,8000000,12,0.035,280000,3360000,11360000
Raihan Budiyanto,10000000,6,0.025,250000,1500000,11500000
Mariadi Antoni,15000000,12,0.02,300000,3600000,18600000
Legawa Suryono,9000000,6,0.025,225000,1350000,10350000
Martana Saefullah,10000000,3,0.035,350000,1050000,11050000
Karsa Perdana,11000000,6,0.015,165000,990000,11990000
Karsana Sihombing,19000000,12,0.025,475000,5700000,24700000
Gara Hutapea,20000000,3,0.035,700000,2100000,22100000
Hendri Prabowo,16000000,12,0.025,400000,4800000,20800000
Gasti Ananda,10000000,6,0.025,250000,1500000,11500000
Ami Suryatmi,18000000,6,0.02,360000,2160000,20160000
Fara Nasyiah,20000000,3,0.015,300000,900000,20900000
Titin Jelita,15000000,12,0.025,375000,4500000,19500000
Martana Hermawan,15000000,3,0.035,525000,1575000,16575000
Sasha Wulandari,6000000,3,0.015,90000,270000,6270000
Nadine Zulaika,17000000,3,0.02,340000,1020000,18020000
Banawa Prasasta,17000000,3,0.015,255000,765000,17765000
Himawan Natsir,19000000,12,0.02,380000,4560000,23560000
Viktor Setiawan,14000000,3,0.035,490000,1470000,15470000
Gilang Irfandi,12000000,3,0.02,240000,720000,12720000
Ifa Rahayu,10000000,6,0.025,250000,1500000,11500000
Asmadi Purwadi,6000000,6,0.035,210000,1260000,7260000
Cakrawala Yulianto,12000000,12,0.02,240000,2880000,14880000
Ciaobella Mardhiyah,5000000,3,0.035,175000,525000,5525000
Laswi Irawan,20000000,3,0.025,500000,1500000,21500000
Tirta Irfandi,19000000,3,0.035,665000,1995000,20995000
Utama Hutagalung,19000000,12,0.02,380000,4560000,23560000
Rafi Halim,9000000,3,0.03,270000,810000,9810000
Ganda Sirait,7000000,12,0.035,245000,2940000,9940000
Paramita Mardhiyah,10000000,3,0.03,300000,900000,10900000
Wulandari Saputri,14000000,6,0.035,490000,2940000,16940000
Gangsa Handoko,17000000,3,0.02,340000,1020000,18020000
Fara Mardhiyah,17000000,6,0.035,595000,3570000,20570000
Kasiyah Mustika,7000000,12,0.025,175000,2100000,9100000
Anggun Laksmiwati,7000000,3,0.035,245000,735000,7735000
Bakiadi Setiawan,11000000,6,0.025,275000,1650000,12650000
Lembah Mansur,11000000,6,0.015,165000,990000,11990000
Yono Prabowo,10000000,6,0.035,350000,2100000,12100000
Nasim Firmansyah,17000000,3,0.02,340000,1020000,18020000
Cahya Prasetyo,8000000,12,0.025,200000,2400000,10400000
Sintia Kahyang,20000000,6,0.035,700000,4200000,24200000
Gangsa Wacana,20000000,6,0.025,500000,3000000,23000000
Yunita Usamah,14000000,6,0.02,280000,1680000,15680000
Sarah Laksita,7000000,3,0.025,175000,525000,7525000
Maryadi Hidayat,8000000,6,0.035,280000,1680000,9680000
Lasmono Sabian,9000000,6,0.035,315000,1890000,10890000
Wisnu Hutapea,8000000,6,0.035,280000,1680000,9680000
Wasis Dirgantara,10000000,3,0.015,150000,450000,10450000
Adika Irawan,15000000,6,0.035,525000,3150000,18150000
Fitri Anggraini,9000000,3,0.025,225000,675000,9675000
Rita Susanti,10000000,3,0.025,250000,750000,10750000
Prayogo Rajasa,11000000,3,0.025,275000,825000,11825000
Kayun Abiputra,19000000,3,0.015,285000,855000,19855000
Cahyadi Nanda,20000000,3,0.025,500000,1500000,21500000
Wawan Agustian,20000000,3,0.015,300000,900000,20900000
Yessi Mardhiyah,11000000,6,0.02,220000,1320000,12320000
Cemeti Budiyanto,18000000,6,0.025,450000,2700000,20700000
Nada Elvina,11000000,6,0.025,275000,1650000,12650000
Sari Kusuma,12000000,12,0.015,180000,2160000,14160000
Sakura Nasyiah,16000000,3,0.025,400000,1200000,17200000
Artanto Waskita,12000000,12,0.015,180000,2160000,14160000
Gambira Nainggolan,11000000,12,0.025,275000,3300000,14300000
Chelsea Mustika,7000000,6,0.025,175000,1050000,8050000
Nabila Hasanah,19000000,3,0.015,285000,855000,19855000
Joko Maulana,5000000,6,0.025,125000,750000,5750000
Ilsa Kusmawati,7000000,3,0.025,175000,525000,7525000
Dwi Hariyah,9000000,12,0.015,135000,1620000,10620000
Jagaraga Mangunsong,18000000,12,0.035,630000,7560000,25560000
Kalim Pangestu,18000000,6,0.015,270000,1620000,19620000
Luwar Ardana,19000000,12,0.025,475000,5700000,24700000
Nimas Mayasari,20000000,3,0.02,400000,1200000,21200000
Zulfa Amanta,11000000,3,0.025,275000,825000,11825000
Galih Narpati,9000000,3,0.015,135000,405000,9405000
Asirwanda Jailani,7000000,6,0.02,140000,840000,7840000
Wasis Sihombing,16000000,6,0.025,400000,2400000,18400000
Pratiwi Laksita,14000000,3,0.035,490000,1470000,15470000
Rita Aryanti,9000000,6,0.015,135000,810000,9810000
Wardi Pangestu,6000000,6,0.025,150000,900000,6900000
Karta Rendra,7000000,6,0.025,175000,1050000,8050000
Maras Sudrajat,6000000,6,0.025,150000,900000,6900000
Padmi Harini,8000000,3,0.035,280000,840000,8840000
Cecep Kusumo,20000000,3,0.025,500000,1500000,21500000
Zulaikha Nurdiyanti,20000000,6,0.03,600000,3600000,23600000
Cahya Simanjuntak,14000000,6,0.025,350000,2100000,16100000
Bakiono Wibisono,7000000,6,0.03,210000,1260000,8260000
Tasdik Yanuar,8000000,3,0.02,160000,480000,8480000
Rahman Purnama,9000000,6,0.035,315000,1890000,10890000
Nalar Wijaya,8000000,3,0.025,200000,600000,8600000
Kasusra Januar,10000000,6,0.025,250000,1500000,11500000
Mulya Darojat,15000000,3,0.015,225000,675000,15675000
Daliman Abiputra,9000000,6,0.015,135000,810000,9810000
Cengkal Gunarto,10000000,12,0.02,200000,2400000,12400000
Edward Januar,11000000,3,0.025,275000,825000,11825000
Gatra Zulkarnain,19000000,3,0.025,475000,1425000,20425000
Heryanto Situmorang,20000000,3,0.02,400000,1200000,21200000
Daliono Nugroho,20000000,6,0.015,300000,1800000,21800000
Cemani Hutagalung,11000000,3,0.025,275000,825000,11825000
Violet Hastuti,18000000,12,0.035,630000,7560000,25560000
Gasti Ramadhani,11000000,12,0.015,165000,1980000,12980000
Indah Fujiati,12000000,12,0.025,300000,3600000,15600000
Irsad Mandala,16000000,3,0.025,400000,1200000,17200000
Vino Wahyudin,12000000,3,0.02,240000,720000,12720000
Gasti Maryati,11000000,3,0.02,220000,660000,11660000
Hani Nathania,7000000,12,0.025,175000,2100000,9100000
Febriana Leilani,19000000,12,0.02,380000,4560000,23560000
